"","IP","Hostname","NetBIOS","OS","IP.Status","QID","Title","Vulnerability Type","Severity","Port","Protocol","FQDN","SSL","CVE.ID","Vendor.Reference","Bugtraq.ID","CVSS.Base","CVSS.Temporal","CVSS3.Base","CVSS3.Temporal","Threat","Impact","Solution","Exploitability","Associated.Malware","Results","PCI.Vuln","Instance","OS.CPE","Category","Severidad"
"267","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13886,"Atlassian Jira Server and Data Center Server Side Request Forgery(JRASERVER-71204)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20408","JRASERVER-71204","","5 (AV:N/AC:L/Au:N/C:P/I:N/A:N)","3.7 (E:U/RL:OF/RC:C)","5.3 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)","4.6 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected by following vulnerability 
CVE-2019-20408: The /plugins/servlet/gadgets/makeRequest resource in Jira before version 8.7.0 allows remote attackers to access the content of internal network resources via a Server Side Request Forgery (SSRF) vulnerability due to a logic bug in the JiraWhitelist class. 

Affected versions: 
Atlassian Jira Server and Data Center version prior to 8.7.0 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows remote attackers to access the content of internal network resources via a Server Side Request Forgery","Customers are advised to refer to
 JRASERVER-71204 (https://jira.atlassian.com/browse/JRASERVER-71204)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71204 (https://jira.atlassian.com/browse/JRASERVER-71204)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"268","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13887,"Atlassian Jira Server and Data Center DLL hijacking (JRASERVER-70945)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20419","JRASERVER-70945","","4.4 (AV:L/AC:M/Au:N/C:P/I:P/A:P)","3.3 (E:U/RL:OF/RC:C)","7.8 (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H)","6.8 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

CVE-2019-20419: DLL hijacking in Jira Server and JSD via Tomcat. 

Affected Versions: 
Atlassian Jira Server and Data Center version prior to 8.5.5 
Atlassian Jira Server and Data Center version from 8.6.0 prior to 8.7.2 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation  allow remote attackers to execute arbitrary code via a DLL hijacking vulnerability in Tomcat.","Customers are advised to refer to
 JRASERVER-70945 (https://jira.atlassian.com/browse/JRASERVER-70945)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70945 (https://jira.atlassian.com/browse/JRASERVER-70945)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"269","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13888,"Atlassian Jira Server and Data Center Server Side Template Injection Vulnerability(JRASERVER-70944)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20409","JRASERVER-70944","","7.5 (AV:N/AC:L/Au:N/C:P/I:P/A:P)","5.5 (E:U/RL:OF/RC:C)","9.8 (AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)","8.5 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

CVE-2019-20409: The way in which velocity templates were used in Atlassian Jira Server and Data Center prior to version 8.8.0 allowed remote attackers to gain remote code execution if they were able to exploit a server side template injection vulnerability. 

Affected Versions: 
Atlassian Jira Server and Data Center version prior to  8.8.0 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows remote attackers to gain remote code execution","Customers are advised to refer to
 JRASERVER-70944 (https://jira.atlassian.com/browse/JRASERVER-70944)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70944 (https://jira.atlassian.com/browse/JRASERVER-70944)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"270","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13889,"Atlassian Jira Server and Data Center Improper Authorization Vulnerability(JRASERVER-70926)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-4029","JRASERVER-70926","","4 (AV:N/AC:L/Au:S/C:P/I:N/A:N)","3 (E:U/RL:OF/RC:C)","4.3 (AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N)","3.8 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

CVE-2020-4029:Improper authorization on /rest/project-templates/1.0/createshared endpoint  

Affected Versions: 
Atlassian Jira Server and Data Center version prior to  8.5.5 
Atlassian Jira Server and Data Center version from 8.6.0 prior to  8.7.2 
Atlassian Jira Server and Data Center version from 8.8.0 prior to 8.8.1 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation  allow remote attackers to enumerate project names via an improper authorization vulnerability.","Customers are advised to refer to
 JRASERVER-70926 (https://jira.atlassian.com/browse/JRASERVER-70926)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70926 (https://jira.atlassian.com/browse/JRASERVER-70926)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"271","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13891,"Atlassian Jira Server and Data Center Cross Site Scripting Vulnerability(JRASERVER-70885)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20414","JRASERVER-70885","","3.5 (AV:N/AC:M/Au:S/C:N/I:P/A:N)","2.6 (E:U/RL:OF/RC:C)","5.4 (AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N)","4.7 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

CVE-2019-20414:XSS via Issue Navigator Basic Search 

Affected Versions: 
Atlassian Jira Server and Data Center version prior to  7.13.9 
Atlassian Jira Server and Data Center version from 8.0.0 prior to  8.4.2 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in Issue Navigator Basic Search.","Customers are advised to refer to
 JRASERVER-70885 (https://jira.atlassian.com/browse/JRASERVER-70885)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70885 (https://jira.atlassian.com/browse/JRASERVER-70885)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"272","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13893,"Atlassian Jira Server and Data Center Information Disclosure vulnerability(JRASERVER-70884)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20410","JRASERVER-70884","","4 (AV:N/AC:L/Au:S/C:P/I:N/A:N)","3 (E:U/RL:OF/RC:C)","6.5 (AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N)","5.7 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected versions: 
Atlassian Jira Server and Data Center version prior to 7.6.17 
Atlassian Jira Server and Data Center from 7.7.0 prior to 7.13.9 
Atlassian Jira Server and Data Center from 8.0.0 prior to  8.4.2 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to view sensitive information via an Information Disclosure vulnerability in the comment restriction feature.","Customers are advised to refer to
 JRASERVER-70884 (https://jira.atlassian.com/browse/JRASERVER-70884)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70884 (https://jira.atlassian.com/browse/JRASERVER-70884)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"273","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13896,"Atlassian Jira Server and Data Center Cross Site Scripting Vulnerability(JRASERVER-70856)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20416","JRASERVER-70856","","3.5 (AV:N/AC:M/Au:S/C:N/I:P/A:N)","2.6 (E:U/RL:OF/RC:C)","4.8 (AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N)","4.2 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected versions: 
Atlassian Jira Server and Data Center version prior to 8.3.0 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the project configuration feature.","Customers are advised to refer to
 JRASERVER-70856 (https://jira.atlassian.com/browse/JRASERVER-70856)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70856 (https://jira.atlassian.com/browse/JRASERVER-70856)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"274","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13911,"Atlassian Jira Server and Data Center Cross-Site Request Forgery Vulnerability(JRASERVER-70607)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20100","JRASERVER-70607","","4.3 (AV:N/AC:M/Au:N/C:P/I:N/A:N)","3.2 (E:U/RL:OF/RC:C)","4.7 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N)","4.1 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected version: 
Atlassian Jira Server and Data Center version from 7.0.0 prior to 8.5.4 
Atlassian Jira Server and Data Center version from 8.5.5 prior to 8.6.2 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows the attacker to enumerate hosts and open ports on the internal network where Jira server is present.","Customers are advised to refer to 
JRASERVER-70607 (https://jira.atlassian.com/browse/JRASERVER-70607) 
for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70607 (https://jira.atlassian.com/browse/JRASERVER-70607)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"275","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13914,"Atlassian Jira Server and Data Center Broken Access Control Vulnerability(JRASERVER-70543)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20106","JRASERVER-70543","","4 (AV:N/AC:L/Au:S/C:N/I:P/A:N)","3 (E:U/RL:OF/RC:C)","4.3 (AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N)","3.8 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected version: 
Atlassian Jira Server and Data Center version before version 7.13.12 
Atlassian Jira Server and Data Center version 8.0.0 before version 8.5.4 
Atlassian Jira Server and Data Center from 8.6.0 before version 8.6.1  

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows remote attackers to make comments on a ticket to which they do not have commenting permissions via a broken access control bug.","Customers are advised to refer to JRASERVER-70543 (https://jira.atlassian.com/browse/JRASERVER-70543) 
for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70543 (https://jira.atlassian.com/browse/JRASERVER-70543)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"276","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13916,"Atlassian Jira Server and Data Center Improper Authorization Vulnerability(JRASERVER-71185)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-14165","JRASERVER-71185","","5 (AV:N/AC:L/Au:N/C:P/I:N/A:N)","3.7 (E:U/RL:OF/RC:C)","5.3 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)","4.6 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected version: 
Atlassian Jira Server and Data Center version before version 8.9.0 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to obtain information about custom project avatars.","Customers are advised to refer to JRASERVER-71185 (https://jira.atlassian.com/browse/JRASERVER-71185) 
for updates pertaining to this vulnerability.



 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71185 (https://jira.atlassian.com/browse/JRASERVER-71185)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"277","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13917,"Atlassian Jira Server and Data Center Cross-Site Scripting Vulnerability(JRASERVER-71184)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-14164","JRASERVER-71184","","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Affected version: 
Atlassian Jira Server and Data Center version before version 8.8.2 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to inject arbitrary HTML or JavaScript .","Customers are advised to refer to JRASERVER-71184 (https://jira.atlassian.com/browse/JRASERVER-71184) 
for updates pertaining to this vulnerability.



 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71184 (https://jira.atlassian.com/browse/JRASERVER-71184)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
